file_path,label
Dataset/traffic-images/sparse_traffic/images_478 (2).jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame17473_leftImg8bit.jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame35387_leftImg8bit.jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame4443_leftImg8bit.jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame2772_leftImg8bit.jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame8354_leftImg8bit.jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/images_049.jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame32794_leftImg8bit.jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame0765_leftImg8bit.jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/images_263.jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame10764_leftImg8bit.jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/images_215.jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame26285_leftImg8bit.jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/images_086 (3).jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame25952_leftImg8bit.jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame4559_leftImg8bit.jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame0719_leftImg8bit.jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/images_250.jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/images_700.jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/images_510.jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/images_339 (5).jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame0693_leftImg8bit.jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame13567_leftImg8bit.jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame7679_leftImg8bit.jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/images_322 (4).jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame11406_leftImg8bit.jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/images_075 (2).jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/images_749.jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame3680_leftImg8bit.jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame7229_leftImg8bit.jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame2225_leftImg8bit.jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame1373_leftImg8bit.jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/images_625.jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame9497_leftImg8bit.jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/images_457.jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame0675_leftImg8bit.jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/images_640 (2).jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/images_422 (3).jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame1222_leftImg8bit.jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/images_494.jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/images_381 (3).jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame4203_leftImg8bit.jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/images_445 (2).jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame11964_leftImg8bit.jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame4739_leftImg8bit.jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/images_511.jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/images_468.jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/images_457.jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/images_387 (4).jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/images_269.jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/images_699.jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame8297_leftImg8bit.jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame0825_leftImg8bit.jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame2605_leftImg8bit.jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame31612_leftImg8bit.jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/images_075 (2).jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame7720_leftImg8bit.jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame7207_leftImg8bit.jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/images_245.jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/images_381.jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame16065_leftImg8bit.jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame1085_leftImg8bit.jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/images_272 (2).jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/images_500.jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/images_640 (2).jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/images_432.jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame2297_leftImg8bit.jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame17269_leftImg8bit.jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame0091_leftImg8bit.jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame6532_leftImg8bit.jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/images_635.jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame12902_leftImg8bit.jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/images_070.jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame31044_leftImg8bit.jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/images_009.jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame49271_leftImg8bit.jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/images_233 (4).jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/images_040 (2).jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame8060_leftImg8bit.jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/images_261 (2).jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame3288_leftImg8bit.jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame5729_leftImg8bit.jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame1365_leftImg8bit.jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame4079_leftImg8bit.jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/images_628.jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame8914_leftImg8bit.jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame0963_leftImg8bit.jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/images_519 (2).jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame8362_leftImg8bit.jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame2452_leftImg8bit.jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/images_068 (3).jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/images_707.jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/images_533.jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame0524_leftImg8bit.jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/images_676.jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame3527_leftImg8bit.jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame0653_leftImg8bit.jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/images_309.jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame6876_leftImg8bit.jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/images_343 (3).jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame2124_leftImg8bit.jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame0924_leftImg8bit.jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/images_368 (2).jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/images_215.jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame0503_leftImg8bit.jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/images_495 (2).jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/images_732.jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame10137_leftImg8bit.jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/images_113.jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/images_319 (2).jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/images_269 (3).jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame10873_leftImg8bit.jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame9334_leftImg8bit.jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame10573_leftImg8bit.jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/images_068 (3).jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame5819_leftImg8bit.jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame15929_leftImg8bit.jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame0093_leftImg8bit.jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/images_007 (2).jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame31481_leftImg8bit.jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame14828_leftImg8bit.jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame5507_leftImg8bit.jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame11964_leftImg8bit.jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame0875_leftImg8bit.jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame17473_leftImg8bit.jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame16210_leftImg8bit.jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame48453_leftImg8bit.jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame8690_leftImg8bit.jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/images_449.jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame23013_leftImg8bit.jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame23945_leftImg8bit.jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/images_492 (3).jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/images_083 (3).jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame15400_leftImg8bit.jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame0813_leftImg8bit.jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame36908_leftImg8bit.jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/images_496.jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame4323_leftImg8bit.jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame18325_leftImg8bit.jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/images_087.jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/images_495 (3).jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame8690_leftImg8bit.jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/images_387 (3).jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame43700_leftImg8bit.jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame8927_leftImg8bit.jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame8789_leftImg8bit.jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame0809_leftImg8bit.jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame14478_leftImg8bit.jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame1474_leftImg8bit.jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/images_593 (2).jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/images_322 (4).jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame10112_leftImg8bit.jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame2073_leftImg8bit.jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/images_357.jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/images_378 (2).jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/images_475.jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame1629_leftImg8bit.jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/images_759.jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame36908_leftImg8bit.jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/images_255 (3).jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/images_290.jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame8729_leftImg8bit.jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame23262_leftImg8bit.jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame29135_leftImg8bit.jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame0165_leftImg8bit.jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/images_699.jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame0599_leftImg8bit.jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/images_673.jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame10092_leftImg8bit.jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/images_327 (3).jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/images_676.jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/images_238.jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame32136_leftImg8bit.jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame2985_leftImg8bit.jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame1491_leftImg8bit.jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/images_460 (3).jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame7697_leftImg8bit.jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame1413_leftImg8bit.jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/images_420.jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame0146_leftImg8bit.jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame25751_leftImg8bit.jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/images_321.jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame12116_leftImg8bit.jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame0479_leftImg8bit.jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame5219_leftImg8bit.jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/images_624.jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame3973_leftImg8bit.jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame0270_leftImg8bit.jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame2613_leftImg8bit.jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/images_365 (3).jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame22194_leftImg8bit.jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/images_516.jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame5152_leftImg8bit.jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame1491_leftImg8bit.jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame2759_leftImg8bit.jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/images_469 (3).jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame0881_leftImg8bit.jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/images_586 (3).jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame49453_leftImg8bit.jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame2227_leftImg8bit.jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/images_550 (2).jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame2035_leftImg8bit.jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/images_066.jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame3239_leftImg8bit.jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame13819_leftImg8bit.jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame33118_leftImg8bit.jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/images_339.jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame3407_leftImg8bit.jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame11329_leftImg8bit.jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/images_350.jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/images_556.jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame22455_leftImg8bit.jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/images_487.jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame0007_leftImg8bit.jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame1525_leftImg8bit.jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame0000_leftImg8bit.jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame2303_leftImg8bit.jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame1163_leftImg8bit.jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/images_323.jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/images_672 (2).jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame13600_leftImg8bit.jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame15475_leftImg8bit.jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame3167_leftImg8bit.jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame0779_leftImg8bit.jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame4904_leftImg8bit.jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/images_441 (3).jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame20999_leftImg8bit.jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/images_353.jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/images_483.jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/images_632 (2).jpg,sparse_traffic
Dataset/traffic-images/sparse_traffic/images_340 (3).jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/frame1149_leftImg8bit.jpg:Zone.Identifier,sparse_traffic
Dataset/traffic-images/sparse_traffic/images_320.jpg,sparse_traffic
